Country,Age,YearsCode,Employment,OrgSize,Apache Kafka,Apache Flink,Apache Spark,Apache Storm,Apache Pulsar,Amazon Kinesis,Google Cloud Pub/Sub,Azure Stream Analytics,RabbitMQ,Redis,Apache NiFi,Apache Beam,Confluent Cloud,AWS MSK,Google Dataflow,Apache Samza,Amazon MSK,Azure Event Hubs,AWS Lambda,ExperienceLevel,CountryGroup
Thailand,65 years or older,47.0,I prefer not to say,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,45-54 years old,,Employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
United States of America,18-24 years old,10.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Not specified,18-24 years old,,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Thailand,55-64 years old,46.0,Retired,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United States of America,45-54 years old,30.0,I prefer not to say,Not specified,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
China,18-24 years old,8.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
New Zealand,25-34 years old,16.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,25-34 years old,1.0,Employed,"Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Not specified
Indonesia,35-44 years old,26.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United Kingdom of Great Britain and Northern Ireland,35-44 years old,28.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United Kingdom of Great Britain and Northern Ireland
Not specified,35-44 years old,10.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Brazil,25-34 years old,19.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Brazil
New Zealand,25-34 years old,5.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Syrian Arab Republic,25-34 years old,18.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Bolivia,35-44 years old,25.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Malaysia,35-44 years old,3.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Colombia,25-34 years old,2.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Other
United States of America,18-24 years old,2.0,Student,I don’t know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),United States of America
Portugal,25-34 years old,14.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Sri Lanka,18-24 years old,6.0,Student,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
India,25-34 years old,6.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Not specified,25-34 years old,11.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Viet Nam,18-24 years old,3.0,Student,Not specified,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Hong Kong (S.A.R.),45-54 years old,42.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United States of America,35-44 years old,22.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Kenya,25-34 years old,2.0,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Other
Brazil,25-34 years old,4.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Brazil
Brazil,45-54 years old,6.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Brazil
Israel,35-44 years old,16.0,"Independent contractor, freelancer, or self-employed",Less than 20 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
China,25-34 years old,16.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United States of America,55-64 years old,20.0,Employed,500 to 999 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Not specified,18-24 years old,5.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Not specified
United States of America,35-44 years old,8.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Croatia,35-44 years old,17.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Brazil,18-24 years old,5.0,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Brazil
Not specified,35-44 years old,,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Australia,45-54 years old,32.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
Germany,Prefer not to say,3.0,I prefer not to say,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Germany
Australia,35-44 years old,20.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
India,45-54 years old,4.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Australia,45-54 years old,25.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
New Zealand,25-34 years old,15.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,35-44 years old,,I prefer not to say,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Australia,35-44 years old,26.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
Canada,45-54 years old,20.0,I prefer not to say,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Canada
Australia,35-44 years old,2.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Australia
India,25-34 years old,6.0,Employed,"5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Switzerland,18-24 years old,8.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
India,18-24 years old,6.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
United States of America,25-34 years old,15.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
China,18-24 years old,7.0,Student,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Italy,55-64 years old,40.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Italy
United States of America,35-44 years old,23.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Colombia,18-24 years old,8.0,Student,"Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United States of America,25-34 years old,15.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
India,18-24 years old,5.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Nepal,18-24 years old,,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Other
Germany,18-24 years old,9.0,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
China,25-34 years old,10.0,Employed,"5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Japan,35-44 years old,22.0,Employed,I don’t know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,3.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Not specified
Not specified,18-24 years old,,Employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Not specified,35-44 years old,,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
United States of America,35-44 years old,33.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
India,25-34 years old,7.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Singapore,35-44 years old,7.0,"Independent contractor, freelancer, or self-employed",Less than 20 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
India,25-34 years old,4.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
United States of America,25-34 years old,14.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
United States of America,55-64 years old,44.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
India,35-44 years old,25.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Japan,18-24 years old,2.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Other
Hong Kong (S.A.R.),25-34 years old,10.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
India,55-64 years old,31.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Australia,25-34 years old,10.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
United States of America,18-24 years old,,Employed,"Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,United States of America
Not specified,35-44 years old,6.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Not specified
Australia,25-34 years old,12.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
India,18-24 years old,4.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Sweden,35-44 years old,12.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Sweden
Germany,35-44 years old,26.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
United States of America,35-44 years old,15.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
India,18-24 years old,2.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),India
Germany,25-34 years old,22.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
India,35-44 years old,5.0,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
United States of America,45-54 years old,20.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
India,25-34 years old,2.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),India
Russian Federation,35-44 years old,25.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,8.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Singapore,35-44 years old,10.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
India,25-34 years old,16.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
India,35-44 years old,16.0,"Independent contractor, freelancer, or self-employed",20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Not specified,35-44 years old,,Employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
United States of America,35-44 years old,12.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Czech Republic,35-44 years old,20.0,"Independent contractor, freelancer, or self-employed","5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United Kingdom of Great Britain and Northern Ireland,45-54 years old,20.0,Employed,"Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United Kingdom of Great Britain and Northern Ireland
Ukraine,45-54 years old,24.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Ukraine
India,Prefer not to say,15.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Japan,55-64 years old,25.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
India,35-44 years old,10.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
India,25-34 years old,8.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Germany,35-44 years old,12.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
India,25-34 years old,7.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),India
Not specified,18-24 years old,,Employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
United Kingdom of Great Britain and Northern Ireland,45-54 years old,40.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United Kingdom of Great Britain and Northern Ireland
India,25-34 years old,4.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Ethiopia,18-24 years old,5.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Germany,55-64 years old,30.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
Spain,45-54 years old,38.0,Employed,"5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
Not specified,18-24 years old,,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Ethiopia,25-34 years old,8.0,Employed,"Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Russian Federation,35-44 years old,20.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
France,35-44 years old,15.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),France
Denmark,35-44 years old,17.0,Employed,"5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Yemen,25-34 years old,5.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Not specified,25-34 years old,3.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Not specified
Spain,45-54 years old,35.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
Not specified,45-54 years old,,Not specified,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Not specified
Sri Lanka,25-34 years old,8.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Uganda,25-34 years old,,Not employed,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Other
Nepal,25-34 years old,10.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,35-44 years old,9.0,Employed,I don’t know,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Switzerland,25-34 years old,15.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
India,25-34 years old,,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,India
Mexico,35-44 years old,15.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,2.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Junior (0-2 years),Not specified
Denmark,45-54 years old,26.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Spain,35-44 years old,33.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
India,18-24 years old,3.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Mid (3-6 years),India
Switzerland,55-64 years old,50.0,Employed,500 to 999 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Germany,35-44 years old,24.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
Malawi,35-44 years old,24.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Germany,35-44 years old,15.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
"Iran, Islamic Republic of...",35-44 years old,12.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
"Iran, Islamic Republic of...",25-34 years old,13.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Israel,25-34 years old,20.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,7.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Switzerland,55-64 years old,42.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Not specified,18-24 years old,11.0,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Not specified
Norway,45-54 years old,32.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Ireland,55-64 years old,30.0,Employed,500 to 999 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Germany,35-44 years old,20.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
France,35-44 years old,23.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),France
Italy,55-64 years old,30.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Italy
Slovenia,25-34 years old,15.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Germany,35-44 years old,16.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
Cyprus,45-54 years old,35.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Thailand,18-24 years old,,Student,Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not specified,Other
Australia,25-34 years old,14.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Australia
Spain,25-34 years old,8.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
Denmark,25-34 years old,12.0,Employed,100 to 499 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Japan,35-44 years old,16.0,Employed,500 to 999 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Romania,35-44 years old,35.0,"Independent contractor, freelancer, or self-employed",Not specified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
China,25-34 years old,10.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Bosnia and Herzegovina,25-34 years old,5.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mid (3-6 years),Other
Germany,55-64 years old,7.0,Employed,500 to 999 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Germany
Spain,35-44 years old,20.0,Employed,"5,000 to 9,999 employees",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
United States of America,25-34 years old,16.0,Employed,"10,000 or more employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),United States of America
Netherlands,45-54 years old,25.0,"Independent contractor, freelancer, or self-employed","Just me - I am a freelancer, sole proprietor, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Netherlands
Spain,25-34 years old,8.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Spain
New Zealand,55-64 years old,40.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
France,25-34 years old,11.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),France
Hong Kong (S.A.R.),35-44 years old,25.0,Employed,Less than 20 employees,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
Romania,35-44 years old,26.0,Employed,"1,000 to 4,999 employees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Senior (7+ years),Other
United Kingdom of Great Britain and Northern Ireland,35-44 years old,17.0,Employed,20 to 99 employees,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Senior (7+ years),United Kingdom of Great Britain and Northern Ireland
